"teamName","character","characterScore","nonWeightedAverageStabilityScore","nonWeightedAverageSimilarityScore"
"AdrienTeam","A","0.09897884170483668024","0.820000000298023224","0.1713010100647807093"
"AdrienTeam","B","0.00036636399136490033","0.147272728383541107","0.00239821838622447098"
"AdrienTeam","C","0.00087620750735578168","0.700487014651298523","0.00709419787890510626"
"AdrienTeam","D","0.01363459972481169305","0.60808080732822418","0.02334367638977710149"
"AdrienTeam","E","0.00410681994084585116","0.74794872105121613","0.01018931644211988894"
"AdrienTeam","F","0.00900439966211437646","0.55666666775941849","0.01661218772060237829"
"AdrienTeam","G","0.0044576018291224071","0.45663003623485565","0.00808900297270156445"
"AdrienTeam","H","0.08530629807053530271","0.65","0.15690757674165069525"
"AdrienTeam","I","0.04794259518514023512","0.30833333134651184","0.1078229446429759241"
"AdrienTeam","J","0.00301908225980788449","0.60147058963775635","0.00695111700333654895"
"AdrienTeam","K","0.00153941059330594291","0.4","0.00401846960157854485"
"AdrienTeam","L","0.2079995639274060625","0.66500000059604645","0.49983412565488832072"
"AdrienTeam","M","0.01045889590842639248","0.67777777910232544","0.02107616497378330679"
"AdrienTeam","N","0.00782692923056643042","0.65833333358168602","0.01322561439592391215"
"AdrienTeam","O","0.02899621678635578316","1","0.056259632110595703"
"AdrienTeam","P","0.01458517210811923997","0.801250000298023224","0.02599251840292709025"
"AdrienTeam","Q","0.00172318271164348237","0.57833333313465118","0.00358885213572648349"
"AdrienTeam","R","0.00109235169140131887","0.62563492059707642","0.00203244115255074578"
"AdrienTeam","S","0.00377654777299083415","0.53076923489570618","0.00869326628744602172"
"AdrienTeam","T","0.00110112117677482962","0.8050000011920929","0.0021499481750652194"
"AdrienTeam","U","0.0018026218990210512","0.62833333313465118","0.00500178656111529579"
"AdrienTeam","V","0.00172259694724172206","0.69583333730697632","0.00323215260577853768"
"AdrienTeam","W","0.02124641350485235882","0.57874396145343781","0.03976334286853671304"
"AdrienTeam","X","0.00109652004533441365","0.684615387022495274","0.00191169092431664471"
"AdrienTeam","Y","0.00230915931361800749","0.6","0.00422503568697720773"
"AdrienTeam","Z","0.00550726447651276477","0.649411766231060028","0.01449835765379248171"
"albatross","A","0","0","0"
"albatross","B","0","0","0"
"albatross","C","0","0","0"
"albatross","D","0","0","0"
"albatross","E","0","0","0"
"albatross","F","0","0","0"
"albatross","G","0","0","0"
"albatross","H","0","0","0"
"albatross","I","0","0","0"
"albatross","J","0","0","0"
"albatross","K","0","0","0"
"albatross","L","0","0","0"
"albatross","M","0","0","0"
"albatross","N","0","0","0"
"albatross","O","0","0","0"
"albatross","P","0","0","0"
"albatross","Q","0","0","0"
"albatross","R","0","0","0"
"albatross","S","0","0","0"
"albatross","T","0","0","0"
"albatross","U","0.00280938924063056981","0.07272727489471436","0.007237620651721954"
"albatross","V","0","0","0"
"albatross","W","0","0","0"
"albatross","X","0","0","0"
"albatross","Y","0","0","0"
"albatross","Z","0","0","0"
"Back to the future","A","0.00116930097803825105","0.2","0.00200004811922553932"
"Back to the future","B","0.00346917634405883811","0.5","0.0054953230544924736"
"Back to the future","C","0.0160648450460629472","0.56666666865348816","0.02725619794218801031"
"Back to the future","D","0.01475524449277809477","0.4","0.024824758619070054"
"Back to the future","E","0.00753964424790973683","0.7","0.01393376613268628701"
"Back to the future","F","0.0056835288141764502","0.3","0.0101646017283201216"
"Back to the future","G","0.0002817653699205125","0.03333333432674408","0.0013200799003243446"
"Back to the future","H","0.00232676485207926371","0.47142857313156128","0.00472011883466620917"
"Back to the future","I","0.05401761975136489002","0.4","0.1197043332271277914"
"Back to the future","J","0.00764231871337127405","0.475","0.01365340478951111409"
"Back to the future","K","0.00486988250021231615","0.6","0.0083652800414711237"
"Back to the future","L","0.03510702394574824056","0.4","0.0716618871316313738"
"Back to the future","M","0.00171711244878465019","0.3","0.0031848765211179853"
"Back to the future","N","0.00132031028103039298","0.3","0.0022008372936397791"
"Back to the future","O","0.00571981521240594551","0.4375","0.01111672578845173129"
"Back to the future","P","0.00313238832875147237","0.527272728085517883","0.00559978715609759084"
"Back to the future","Q","0.00082538057066641294","0.3","0.00129825687763514001"
"Back to the future","R","0.00173152295942936215","0.3","0.002801036462187767"
"Back to the future","S","0.00368651489834886467","0.3","0.0056486399669665843"
"Back to the future","T","0.00171133100569624026","0.24000000059604645","0.00336160570732317833"
"Back to the future","U","0.01630469923844250448","0.43333333432674408","0.03081676427718775942"
"Back to the future","V","0.00256481019684127375","0.4","0.00442248330800794052"
"Back to the future","W","0.03107023381810886765","0.6","0.05800040440808515952"
"Back to the future","X","0.0050615739260737839","0.320000000298023224","0.00807865678798407345"
"Back to the future","Y","0.00625109176518196557","0.31818181872367859","0.011587577906902879"
"Back to the future","Z","0.00454656507128735774","0.36666666865348816","0.00783348337063216603"
"dereventsolve","A","0.1131275652625980061","0.9","0.193500714004039764"
"dereventsolve","B","0.00937590243556174339","0.94000000059604645","0.0152155863121151928"
"dereventsolve","C","0.00873129178833010781","1","0.014811762608587742"
"dereventsolve","D","0.12279460291500812826","1","0.2065940946340561"
"dereventsolve","E","0.53631432209725620129","1","0.99114468693733215"
"dereventsolve","F","0.55711792095952134512","1","0.9963672161102295"
"dereventsolve","G","0.00238023745406002263","1","0.0037171633448451757"
"dereventsolve","H","0.54224584331313444158","1","0.9955691695213318"
"dereventsolve","I","0.45042866489020546794","1","0.9981606602668762"
"dereventsolve","J","0.54580851717885017257","1","0.97490964531898499"
"dereventsolve","K","0.08848669942198440246","1","0.15199874341487885"
"dereventsolve","L","0.48897242911981656877","1","0.99811043739318845"
"dereventsolve","M","0.00035703669994282549","1","0.0006622267537750304"
"dereventsolve","N","0.00011842872496652878","1","0.00019740992574952543"
"dereventsolve","O","0.09523355708481821984","0.9","0.184775997698307036"
"dereventsolve","P","0.27438632007676442391","1","0.48634663224220276"
"dereventsolve","Q","0.00868941443641090893","1","0.0136677460744976995"
"dereventsolve","R","0.06073917780597542443","0.9","0.098256076127290726"
"dereventsolve","S","0.00323492110169045351","1","0.0049566881265491244"
"dereventsolve","T","0.52367197743816938079","1","0.996815025806427"
"dereventsolve","U","0.4658333891048712582","0.9","0.87279415726661681"
"dereventsolve","V","0.00022368685711950791","1","0.0003857015981338918"
"dereventsolve","W","0.00367723491521278104","0.9","0.0068644836544990536"
"dereventsolve","X","0.01093045816443169692","1","0.0172842126339674"
"dereventsolve","Y","0.0656662109505187935","1","0.12014852464199066"
"dereventsolve","Z","0.41780260840302882623","0.9","0.71955304741859436"
"For500","A","0","0","0"
"For500","B","0","0","0"
"For500","C","0","0","0"
"For500","D","0","0","0"
"For500","E","0","0","0"
"For500","F","0","0","0"
"For500","G","0","0","0"
"For500","H","0","0","0"
"For500","I","0","0","0"
"For500","J","0","0","0"
"For500","K","0","0","0"
"For500","L","0","0","0"
"For500","M","0","0","0"
"For500","N","0","0","0"
"For500","O","0","0","0"
"For500","P","0","0","0"
"For500","Q","0","0","0"
"For500","R","0","0","0"
"For500","S","0","0","0"
"For500","T","0","0","0"
"For500","U","0","0","0"
"For500","V","0","0","0"
"For500","W","0","0","0"
"For500","X","0","0","0"
"For500","Y","0","0","0"
"For500","Z","0","0","0"
"hachi","A","0","0","0"
"hachi","B","0.00122228276574254941","0.23333333432674408","0.00194353216356830673"
"hachi","C","0.0000045680107523589","0.06666666865348816","0.00001162375920102932"
"hachi","D","0","0","0"
"hachi","E","0.00005273216480933769","0.1375","0.000128927081823349"
"hachi","F","0.00003780537674011862","0.1","0.00006761232507415116"
"hachi","G","0.00001355147945623773","0.1","0.0000211630409467034"
"hachi","H","0","0","0"
"hachi","I","0.04552884298933664401","0.2","0.1008930015377700308"
"hachi","J","0","0","0"
"hachi","K","0.00028181056141842285","0.2","0.00048408237053081393"
"hachi","L","0","0","0"
"hachi","M","0.0000089760195153256","0.1","0.00001664859737502411"
"hachi","N","0.00016570008568531109","0.1375","0.00038920000661164522"
"hachi","O","0.01332428815818334319","0.1","0.025852322578430176"
"hachi","P","0.00043680963036570731","0.08333333134651184","0.000929088145494461"
"hachi","Q","0.00013888582777875538","0.16832706928253174","0.00038184111763257533"
"hachi","R","0.00010827776476430109","0.06666666865348816","0.00026273687835782766"
"hachi","S","0","0","0"
"hachi","T","0.10497465033120110392","0.34000000059604645","0.20048831302920007112"
"hachi","U","0.10351788299598723655","0.2","0.19395304322242737"
"hachi","V","0.0000136358294706715","0.120000000298023224","0.00004585818824125454"
"hachi","W","0.0010156490703679223","0.08181818127632141","0.0023172898218035698"
"hachi","X","0.00030750795535679065","0.1","0.0004862589295953512"
"hachi","Y","0.0008495910234714936","0.3125","0.00197845752118155361"
"hachi","Z","0","0","0"
"Harry Single Group","A","0.00009387143771627126","0.66666666865348816","0.00016452415147796273"
"Harry Single Group","B","0.00085684394071676336","0.4","0.0013572772884799633"
"Harry Single Group","C","0.00617325614604693414","0.41666666865348816","0.0105548930645454679"
"Harry Single Group","D","0.00337882836431231638","0.33333333432674408","0.00568881081489962544"
"Harry Single Group","E","0.00219555667410294369","0.4","0.00405753537197597314"
"Harry Single Group","F","0.00051080361927725972","0.28333333134651184","0.00160208457964472465"
"Harry Single Group","G","0.00625354817142899455","0.40666666626930237","0.01506871083402074861"
"Harry Single Group","H","0.05481406507077617216","0.3","0.1006392098963260698"
"Harry Single Group","I","0.03595925018572238541","0.5","0.0796865557320415985"
"Harry Single Group","J","0.0011083905399130648","0.21666666865348816","0.00206751060031820094"
"Harry Single Group","K","0.00242503184787416921","0.46833333671092987","0.00432495675631798798"
"Harry Single Group","L","0.06374245149032573745","0.35","0.17994495332241058"
"Harry Single Group","M","0.00251745975374300195","0.45575757622718811","0.00671373060904443276"
"Harry Single Group","N","0.03306739340719303906","0.30000000298023224","0.08289316314330790424"
"Harry Single Group","O","0.00527241386067395552","0.6","0.01079689577345561733"
"Harry Single Group","P","0.00054115557938943165","0.15","0.00096527326240902767"
"Harry Single Group","Q","0.00093070871322359583","0.295000000298023224","0.00182460022624582057"
"Harry Single Group","R","0.00090572078124295977","0.35","0.00166731670760782438"
"Harry Single Group","S","0.00027723876781727083","0.25","0.00082008085446432237"
"Harry Single Group","T","0.0047701560518494595","0.25","0.0107783280313014984"
"Harry Single Group","U","0.00097873807393959175","0.41666666865348816","0.0019408245774684474"
"Harry Single Group","V","0.00196514696566153896","0.3","0.00338848842075094557"
"Harry Single Group","W","0.08532813118599353846","0.45333333015441894","0.1617074211593717301"
"Harry Single Group","X","0.00350859294891064505","0.4800000011920929","0.00572858644882217054"
"Harry Single Group","Y","0.00424009481453331967","0.6","0.00775804068689467387"
"Harry Single Group","Z","0.00063789516544810846","0.3375","0.00110546558498754167"
"Hope","A","0","0","0"
"Hope","B","0","0","0"
"Hope","C","0","0","0"
"Hope","D","0","0","0"
"Hope","E","0","0","0"
"Hope","F","0","0","0"
"Hope","G","0","0","0"
"Hope","H","0","0","0"
"Hope","I","0","0","0"
"Hope","J","0","0","0"
"Hope","K","0","0","0"
"Hope","L","0","0","0"
"Hope","M","0.00018250577067737629","0.1","0.00033850918989628553"
"Hope","N","0.00090889692393386622","0.2","0.0015150486025959253"
"Hope","O","0","0","0"
"Hope","P","0","0","0"
"Hope","Q","0","0","0"
"Hope","R","0","0","0"
"Hope","S","0","0","0"
"Hope","T","0.00010311058183240014","0.120000000298023224","0.0004983664839528501"
"Hope","U","0.00000411112390701333","0.075","0.00001027023827191442"
"Hope","V","0","0","0"
"Hope","W","0.02458023699418571427","0.1","0.04588519334793091"
"Hope","X","0","0","0"
"Hope","Y","0","0","0"
"Hope","Z","0","0","0"
"JUSTIN","A","0.00018576776564803096","0.41428571492433548","0.00032188810728257522"
"JUSTIN","B","0.00030758798631875392","0.14695121943950653","0.00186634857382159677"
"JUSTIN","C","0.0002018705833449591","0.12142857313156128","0.00055999988690018655"
"JUSTIN","D","0.0000769118864744157","0.05714285969734192","0.00022644884884357452"
"JUSTIN","E","0.0000085913339616746","0.1","0.00001587735896464437"
"JUSTIN","F","0.00082343300499558686","0.298947371542453764","0.00176381709170527763"
"JUSTIN","G","0.0018274546358706633","0.42777777910232544","0.00298999404767528175"
"JUSTIN","H","0.01319921473306550758","0.3","0.02423389946125098465"
"JUSTIN","I","0.03665381300119492793","0.234285716712474824","0.08704497099970467707"
"JUSTIN","J","0.00130547124784297316","0.1","0.0023318003863096237"
"JUSTIN","K","0.0002523581348045156","0.17777777910232544","0.00052735239733010527"
"JUSTIN","L","0.0030081962434648872","0.13333333432674408","0.01798675148747861387"
"JUSTIN","M","0.00007534361236862719","0.2125","0.00015710033912910148"
"JUSTIN","N","0.00026307075932654696","0.425","0.00044486164406407624"
"JUSTIN","O","0.00038176322287500039","0.28421052694320679","0.00080703344428911803"
"JUSTIN","P","0.00003503705343929607","0.020000000298023224","0.00031051388941705227"
"JUSTIN","Q","0.00001035225071507183","0.16363636255264282","0.00002000062086153776"
"JUSTIN","R","0.00102361120301522845","0.220000000298023224","0.00167264206829713657"
"JUSTIN","S","0.00200096179550021702","0.2","0.0030659615062177181"
"JUSTIN","T","0.00005068774309818198","0.2","0.00009648464329075069"
"JUSTIN","U","0.00048931357045598127","0.19122807085514069","0.0015734734944999218"
"JUSTIN","V","0.0003555671636818641","0.33600000143051148","0.00098090922692790627"
"JUSTIN","W","0.02642909212183661564","0.243835780769586567","0.08793801462161354289"
"JUSTIN","X","0.00010665513944675082","0.1949999988079071","0.00017050110327545554"
"JUSTIN","Y","0.00122829546988925285","0.4","0.00224739460973069072"
"JUSTIN","Z","0.00051602385808226606","0.29444444254040718","0.00092231432208791379"
"Prompt_Wranglers","A","0","0","0"
"Prompt_Wranglers","B","0","0","0"
"Prompt_Wranglers","C","0","0","0"
"Prompt_Wranglers","D","0","0","0"
"Prompt_Wranglers","E","0","0","0"
"Prompt_Wranglers","F","0","0","0"
"Prompt_Wranglers","G","0","0","0"
"Prompt_Wranglers","H","0","0","0"
"Prompt_Wranglers","I","0.00040578830395446383","0.1","0.0008992365561425686"
"Prompt_Wranglers","J","0","0","0"
"Prompt_Wranglers","K","0","0","0"
"Prompt_Wranglers","L","0","0","0"
"Prompt_Wranglers","M","0","0","0"
"Prompt_Wranglers","N","0","0","0"
"Prompt_Wranglers","O","0","0","0"
"Prompt_Wranglers","P","0","0","0"
"Prompt_Wranglers","Q","0","0","0"
"Prompt_Wranglers","R","0","0","0"
"Prompt_Wranglers","S","0","0","0"
"Prompt_Wranglers","T","0","0","0"
"Prompt_Wranglers","U","0","0","0"
"Prompt_Wranglers","V","0","0","0"
"Prompt_Wranglers","W","0","0","0"
"Prompt_Wranglers","X","0","0","0"
"Prompt_Wranglers","Y","0","0","0"
"Prompt_Wranglers","Z","0","0","0"
"Saltyfish1884","A","0.00341719468923918355","0.5","0.00584499110118485963"
"Saltyfish1884","B","0.00137719653715052499","0.3","0.00218153795904072463"
"Saltyfish1884","C","0.01799592279129496807","0.55","0.03062137357555911997"
"Saltyfish1884","D","0.01291187623768786529","0.6","0.02172340899378468829"
"Saltyfish1884","E","0.00221151421208418871","0.44000000059604645","0.0046345785369339862"
"Saltyfish1884","F","0.00391808042924413809","0.3","0.00700721829780377443"
"Saltyfish1884","G","0.00832769962215110688","0.66000000238418579","0.01327000696546747363"
"Saltyfish1884","H","0.0073000874092171659","0.4","0.01340303858305560399"
"Saltyfish1884","I","0.22286067497629032265","0.9","0.493864569067955016"
"Saltyfish1884","J","0.00410950183802414091","0.5","0.00734029032755643116"
"Saltyfish1884","K","0.0039318504980560476","0.625","0.00715144181485811708"
"Saltyfish1884","L","0.00287570963834763993","0.5","0.00587001563690137125"
"Saltyfish1884","M","0.00301497911364745785","0.7","0.00559214173626969557"
"Saltyfish1884","N","0.00056137004253339641","0.420000000298023224","0.000992963509997935"
"Saltyfish1884","O","0.0050545724542256493","0.6","0.00980708582937950285"
"Saltyfish1884","P","0.01586018219447468406","0.5","0.02811199259085697343"
"Saltyfish1884","Q","0.00164323827732158672","0.41428571492433548","0.00261895982148416806"
"Saltyfish1884","R","0.00118160956559874936","0.31142857372760773","0.00223554736003279684"
"Saltyfish1884","S","0.00478741321616714544","0.31666666865348816","0.00806691389880143101"
"Saltyfish1884","T","0.00005371422954718304","0.4","0.00010224559155176394"
"Saltyfish1884","U","0.01116505141138523852","0.46000000238418579","0.0343963191109651243"
"Saltyfish1884","V","0.00305646477297022373","0.6","0.00527023966787964986"
"Saltyfish1884","W","0.01739389775042894712","0.6","0.03247008405742235483"
"Saltyfish1884","X","0.00040074113594543594","0.36666666865348816","0.00063694866403238852"
"Saltyfish1884","Y","0.00122070781659584276","0.4","0.00223351158929290251"
"Saltyfish1884","Z","0.0113426552061415052","0.4800000011920929","0.01972325401875423282"
"Soda","A","0.00158271819204862173","0.62136752605438233","0.00290110324604029295"
"Soda","B","0.03389045711433837652","0.54073038697242737","0.08427298122187493914"
"Soda","C","0.00940256528583992982","0.54454545974731446","0.01792051517695654239"
"Soda","D","0.00041196080117329258","0.58690476566553116","0.00233818195956700952"
"Soda","E","0.00034219593367489509","0.35","0.00065554192115087062"
"Soda","F","0.00412220566465128454","0.73333333730697632","0.00738671003564377333"
"Soda","G","0.0004031323412302317","0.345454548299312594","0.00256407784545444883"
"Soda","H","0.00362722045606581615","0.40666666924953461","0.01059229558741208196"
"Soda","I","0.12663504794812760579","0.75625","0.28065610367921179847"
"Soda","J","0.25513209444032309834","0.64000000059604645","0.45688121845014394398"
"Soda","K","0.00063440227497587367","0.51857143342494965","0.00126055135697242802"
"Soda","L","0.29858297129735154932","0.74166666865348816","0.74240275680203920509"
"Soda","M","0.01813953220728678838","0.53214285969734192","0.07380692995502613301"
"Soda","N","0.00039438744458636984","0.42777777835726738","0.00137914013466797771"
"Soda","O","0.00118358793298901144","0.455555559694767004","0.00256348357797833164"
"Soda","P","0.00075155397750226986","0.63083333671092987","0.00195033808704465623"
"Soda","Q","0.00027071068381766487","0.32089743912220001","0.0006495040412119124"
"Soda","R","0.00173794579141071731","0.83500000238418579","0.0028707580175250768"
"Soda","S","0.00138703718645212403","0.38380953073501587","0.00316830626798036977"
"Soda","T","0.00804603536325838417","0.5","0.01531571154046105205"
"Soda","U","0.0517339028293989333","0.50606060922145844","0.09709112691198243312"
"Soda","V","0.00076613754871079749","0.52944445013999939","0.00144065551721723745"
"Soda","W","0.00246317462607734935","0.54761904925107956","0.00816968507133424279"
"Soda","X","0.00045828174474292995","0.2","0.0007246758555993438"
"Soda","Y","0.00102542348497950065","0.361991347372531894","0.00426578151818830518"
"Soda","Z","0.00114948209912543614","0.346666671335697174","0.00412740256870165471"
"Team Staciiaz","A","0.00203371395321766828","0.23333333432674408","0.0037552842870354653"
"Team Staciiaz","B","0.00190682321694641322","0.4","0.00302048917255888226"
"Team Staciiaz","C","0.00146075156037032182","0.4","0.00247801881632767615"
"Team Staciiaz","D","0.01733320135554526611","0.6","0.02916200676700100345"
"Team Staciiaz","E","0.00499976189390817394","0.3","0.00923989390721544623"
"Team Staciiaz","F","0.00710207686778395911","0.4","0.0127015776932239532"
"Team Staciiaz","G","0.00374896156193628379","0.5","0.005854669027030468"
"Team Staciiaz","H","0.00363259203558881357","0.54000000059604645","0.0068183138268068432"
"Team Staciiaz","I","0.07694727792991027747","0.61333333551883698","0.17068742495030163947"
"Team Staciiaz","J","0.00280287654912149074","0.2","0.0050064286217093467"
"Team Staciiaz","K","0.00237236256382384279","0.3","0.0040751449763774871"
"Team Staciiaz","L","0.05253744654722675382","0.16666666865348816","0.11125831082463265"
"Team Staciiaz","M","0.04782742735341879314","0.75","0.08968602522509172571"
"Team Staciiaz","N","0.00008909629517945971","0.43333333432674408","0.00015372388443211094"
"Team Staciiaz","O","0.00689570958592781516","0.5","0.01337933452850847943"
"Team Staciiaz","P","0.00035490962124520679","0.175","0.00063990581547841433"
"Team Staciiaz","Q","0.00412254078356691708","0.6","0.0064844232052564622"
"Team Staciiaz","R","0.00144541643059302441","0.4","0.00233820989960804576"
"Team Staciiaz","S","0.00292427943047236072","0.28000000417232514","0.00500543008092790843"
"Team Staciiaz","T","0.00010838407244953442","0.32000000178813935","0.00026186479954048992"
"Team Staciiaz","U","0.04968789663068052478","0.6","0.0930961731821298551"
"Team Staciiaz","V","0.00162642209769510746","0.4","0.00280442762887105324"
"Team Staciiaz","W","0.03245084334571283943","0.4875","0.0615181209053844219"
"Team Staciiaz","X","0.00395926752646307207","0.6","0.00626074596075341081"
"Team Staciiaz","Y","0.00534125849770373454","0.55","0.00990890811735880513"
"Team Staciiaz","Z","0.00491842565596140239","0.3","0.0084706703550182284"
"The Organizer","A","0.41575749598782120895","1","0.7111385464668274"
"The Organizer","B","0.56810852210608620675","1","0.89990809038281443"
"The Organizer","C","0.05976928186621177928","1","0.10139260441064835"
"The Organizer","D","0.18122450734592026029","0.96666666865348816","0.30490067483588062869"
"The Organizer","E","0.53632657802066434666","1","0.9911673367023468"
"The Organizer","F","0.39351098651313065567","0.93636363744735718","0.70379061219282448813"
"The Organizer","G","0.3171183282377925486","0.95777778029441834","0.49574823040165939188"
"The Organizer","H","0.17270967221075005428","0.91000000238418579","0.31928137044887990113"
"The Organizer","I","0.45042866489020546794","1","0.9981606602668762"
"The Organizer","J","0.3275049569606307227","0.975","0.58499439831648487793"
"The Organizer","K","0.44855593838334565653","1","0.77051059007644655"
"The Organizer","L","0.48891067360931728293","1","0.99798437952995302"
"The Organizer","M","0.31693965585443748179","0.98571428656578064","0.60149014705093577393"
"The Organizer","N","0.00755694505379874954","0.96000000238418579","0.01262200070050312184"
"The Organizer","O","0.20493997670344522559","0.96000000238418579","0.39763691137268324196"
"The Organizer","P","0.5046097226546902489","0.9800000011920929","0.895910275727510437"
"The Organizer","Q","0.19620143879610053233","0.95714285969734192","0.30874448753893374703"
"The Organizer","R","0.20095101051154587743","0.91428571939468384","0.32663125506005599223"
"The Organizer","S","0.07649705331558951612","0.96363636255264282","0.11724296187167055777"
"The Organizer","T","0.47172297878471674468","1","0.8979295695200562443"
"The Organizer","U","0.46585519958582538538","1","0.87283502179197965709"
"The Organizer","V","0.02202045809128751581","1","0.0379697134951129575"
"The Organizer","W","0.37711115079651398285","1","0.70397279212775176497"
"The Organizer","X","0.04119057511091110533","1","0.06513420096598565885"
"The Organizer","Y","0.47718232952810883286","1","0.87309366640984081533"
"The Organizer","Z","0.56416792122472880838","1","0.97162808179855347"
"v1_sample","A","0.00003954630322235532","0.1","0.00006764255813322961"
"v1_sample","B","0","0","0"
"v1_sample","C","0.00140772189597485912","0.25","0.00240270953509025287"
"v1_sample","D","0.00102947575308210609","0.25","0.00173520509779336879"
"v1_sample","E","0.00235990037381748241","0.3","0.00436125350533984577"
"v1_sample","F","0.00461698366572088069","0.420000000298023224","0.00974577618762850755"
"v1_sample","G","0.00401403444615861713","0.19333333671092987","0.0090913585387170315"
"v1_sample","H","0.00733656363212440814","0.5","0.01347000931855291106"
"v1_sample","I","0.01736723150769474818","0.2","0.03848619908094406"
"v1_sample","J","0.00412487853278598107","0.4","0.0073677557986229658"
"v1_sample","K","0.00188294044634028539","0.2","0.0032344361767172813"
"v1_sample","L","0.02374748018431636389","0.05","0.09694864749908447"
"v1_sample","M","0.00197137668467744067","0.4","0.0036564823240041733"
"v1_sample","N","0.00074567509862716645","0.46666666865348816","0.00136279966100119054"
"v1_sample","O","0.00797560592841964577","0.6","0.01547459307184908551"
"v1_sample","P","0.00353099781574922578","0.5","0.006258653476834297"
"v1_sample","Q","0.00002666293956776344","0.0375","0.00011183639289811254"
"v1_sample","R","0.00078781188656753729","0.1","0.0012744213454425335"
"v1_sample","S","0.00689166934039139604","0.3","0.010559718310832977"
"v1_sample","T","0.05594709495719370469","0.4","0.1064958739560097436"
"v1_sample","U","0.00072949481167904412","0.1","0.0013667951337993145"
"v1_sample","V","0.00088994970151159911","0.5","0.00153453370730858292"
"v1_sample","W","0.04959801704846873405","0.6","0.0925871708430349833"
"v1_sample","X","0.00382676707751335934","0.35714285969734192","0.00606428140599746274"
"v1_sample","Y","0.0007483676757769723","0.3","0.00136927760613616554"
"v1_sample","Z","0.00437261968840141954","0.30000000894069672","0.01130719482534914299"
"zeilde","A","0.00490580496668952146","0.5","0.0083912065252661702"
"zeilde","B","0.00428750628609233998","0.6","0.0067915925290435552"
"zeilde","C","0.02259594164676278038","0.8","0.0383317533880472198"
"zeilde","D","0.00751334713737934346","0.69599999785423279","0.01264103756693657473"
"zeilde","E","0.00695299486424947405","0.6","0.01284959889017045498"
"zeilde","F","0.01117612254441845393","0.6","0.01998772914594155745"
"zeilde","G","0.00334908184259870464","0.3","0.0052301858551800251"
"zeilde","H","0.0066685601377258575","0.8","0.01224354775622487063"
"zeilde","I","0.03874920489203476832","0.5","0.0858691618777811534"
"zeilde","J","0.02802554807252791045","0.57200000286102295","0.0504235874279402176"
"zeilde","K","0.00351502931465563215","0.6","0.00603797002695500836"
"zeilde","L","0.10348212067161720753","0.6","0.2112319193780422236"
"zeilde","M","0.0017539589547251002","0.7","0.00325321891286876058"
"zeilde","N","0.00182181891506638913","0.6","0.00303680662655096967"
"zeilde","O","0.02087066969932623963","0.9","0.040494117140769957"
"zeilde","P","0.00315105718232519298","0.7","0.00558521302446024503"
"zeilde","Q","0.00288286645257462639","0.7692307710647583","0.00456402871641330433"
"zeilde","R","0.00491985913216954477","0.8","0.00795871908194385457"
"zeilde","S","0.022106549907576083","0.9","0.0338726262561976903"
"zeilde","T","0.04062133116206681865","0.6","0.0773231240455061198"
"zeilde","U","0.00514887710772650319","0.5","0.0096470325253903865"
"zeilde","V","0.00373447091675384929","0.8","0.00643932066159322857"
"zeilde","W","0.00099416898362536007","0.4761904776096344","0.0018574486632132902"
"zeilde","X","0.00651441691396961223","0.5","0.0103011754341423512"
"zeilde","Y","0.00478614285337558682","0.8","0.00875713695422746237"
"zeilde","Z","0.00724405294684815426","0.5782608687877655","0.01247744340798817629"